"","Naive","Seasonal_Naive","RW_with_drift","ARIMA","SES","ETS","Theta","TBATS","Neural_net"
"553",0.204880721727048,0.182297149226376,0.283860635899015,0.246720069557577,0.204880963610098,0.269197211429546,0.457419595466959,0.321381672134484,0.199405980417463
"554",0.610569666741688,0.935864747430213,0.731095963798484,0.84904719003141,0.856849150093083,0.670837199284268,1.24569559568524,0.912550111515104,0.643834471268923
"555",1.26178492814284,1.37964444970737,1.22887415453761,1.62731108081824,1.66928624113393,1.39261097681856,1.82771363375141,1.19460953652604,1.54360551210961
"556",0.152921622942593,0.254288984470293,0.0385886869863111,0.0072691554910371,0.152926824633767,0.0119236083800318,0.1388147902737,0.0183430228026416,0.00822851015196983
"557",1.54130794456694,1.74704847596151,1.35819034985223,1.59550568050363,1.6270331413719,1.62726421544628,1.77865929144689,1.30537470785933,1.76426767795197
"558",1.6275712580025,1.02708914712762,1.62143473247724,1.26651910093837,1.31591553498909,1.11299342265409,1.18087656989103,1.14232692773056,1.08731916350148
"559",1.37231167468361,1.89023840390361,1.41318584173437,0.788836273164257,0.858925700613262,1.05018695670799,0.887810280502283,0.858877644575642,1.20371088395405
"560",0.599603010113383,1.66349642463088,0.433397094378181,0.951017146456941,0.599685589180605,0.599685589180605,0.604916168296395,0.678139039610669,0.404298167242181
"561",1.51713506454995,1.35169780312415,1.31946253111582,1.51713506454995,1.51665789195154,1.51665789195154,1.36002368234649,1.51678147217075,1.00349353445249
"562",0.989207557277086,0.730040908795246,1.02073406029086,0.23079912400771,0.858462149641581,0.564330846824941,1.74255601450427,0.580759038507995,0.712858354534906
"563",0.177537856288138,0.50574089967558,0.116748625549831,0.239004059791608,0.450777235788825,0.114004005982984,1.83521759883107,0.124325540283323,0.43875505556491
"564",0.25582483645352,0.525196288600401,0.167429079069554,0.115470342695694,0.468807497244513,0.082340138325488,0.533089511582126,0.340242365340434,0.210845912313857
"565",1.31070611166959,1.73805301062423,1.69042560398504,1.31070611166959,1.31066916856335,1.31066916856335,1.45976412759501,1.89819223311755,0.929634003245132
"566",0.571786791765723,0.56579998222295,0.62705324434246,0.627053244342479,0.571784807662054,0.626570769412595,0.635224518028928,0.622158895131602,0.591850637951057
"567",0.312146747244144,0.396795841166455,0.139700684784942,0.330192653294501,0.312149261043466,0.257990083734358,0.229078990273033,0.217498798741062,0.256580823672673
"568",0.050194462541805,0.193090234690882,0.064617048904816,0.17797917198255,0.0502004452590378,0.164770450617905,0.106006665781012,0.187104664897761,0.0167722997113882
"569",0.312728439355793,0.285607949742568,0.257323939988671,0.255310036698971,0.394054571779426,0.393999525933908,0.529873642527087,0.356750093746576,0.496426338438618
"570",0.127320759825112,0.204545984894562,0.0124590646169222,0.0303703896056078,0.127323521199045,0.0260517646322819,0.11624953430272,0.0235246943954259,0.0426634739418405
"571",0.936429434674822,0.713965980537776,0.951358810793618,0.500131415032265,1.42955025226593,0.649838083276546,1.61460461130594,1.30017342551377,0.390584141809086
"572",0.97218524620608,1.49008028546551,0.986968858748978,1.88073601116376,0.972076375473407,1.71443713302454,0.979160924697885,1.77276651245413,1.69476340595127
"573",0.233040544887816,0.366546974650066,0.137547812089116,0.139334111651908,0.233045708734221,0.138187407459967,0.269522470961929,0.145132328269696,0.285300739289513
"574",0.153338052750325,0.316549910396509,0.0235371269511445,0.0199288537394007,0.153353190550289,0.030692291455191,0.278872712319419,0.0203586291715436,0.0417300138070212
"575",0.189124246898534,0.327464246227519,0.0868284226435781,0.170660294001978,0.209711016645184,0.124076560972446,0.201699836840043,0.109690151614794,0.172939682313028
"576",0.264187818949439,0.37282212848465,0.130899169685152,0.10115418047917,0.264192432306564,0.129382794267254,0.211814285409548,0.146613724225423,0.195830594494643
"577",0.496436113796696,0.735704131159731,0.358847696219431,0.437168130928869,0.514685598121014,0.451931599598806,0.811506605488599,0.475199409573544,0.59813089409476
"578",0.404147080218066,0.389191289850871,0.520739407785316,0.361048112706468,0.404147079768845,0.394869202913195,0.420169332514164,0.41288867975703,0.386905870562244
"579",0.443788568768518,0.903135378883963,0.573839952414021,0.355139728792979,0.194713899553672,1.69393042704402,0.237753235609943,1.90536487355534,0.391271416673055
"580",1.09174765738078,1.31164007561514,1.09192101406747,1.42462661754644,1.12722055194895,1.12720452698231,1.12808106445643,1.22847648881396,1.09049477519993
"581",0.746782733819657,0.52006518220372,0.6385870753834,0.869999581175612,0.708726615002377,0.771270007566736,1.17071322366117,0.56138793543826,0.699620770442509
"582",0.88457273586658,1.22597682177481,0.945662481943923,0.904894023306729,0.916741025508319,0.860038116844537,1.10860748142802,0.916778082905954,1.06238155916475
"583",0.315554502345108,0.310477723782261,0.266666864196374,0.334702005067279,0.334977426525756,0.334977426525756,0.305398404001684,0.335875952766261,1.55110290065922
"584",0.397706265210502,0.492649255681207,0.338206304806404,0.43309640307715,0.411187142293387,0.42418693849935,0.460050355996741,0.448464120922651,0.432261545929386
"585",0.992003044668479,1.71151410148408,1.00901344635373,0.0894057585465031,0.992018834875547,0.149985242914797,1.10279602683293,0.15588799056107,1.10517920556185
"586",0.646403181444092,0.74636765011891,0.495958223282732,0.442281419573306,0.64615542297951,0.46391125658514,1.24488605058017,0.589473402843737,0.724737926351591
"587",0.304308277072579,0.309742554303244,0.232672916398791,0.196298676819954,0.307425100151898,0.221824080940532,0.398069652720965,0.207038522120958,0.265863204110585
"588",0.0895074588648319,0.148449893160873,0.0958263202460884,0.0895074588648319,0.0898915310191991,0.0898915310191991,1.38923542368486,0.0898058205157442,0.728559793026239
"589",0.355201022555121,0.417264088465557,0.670622053232306,0.302669349944592,0.355143126949989,0.355143126949989,0.472154538347528,0.351879609159714,1.92616331892199
"590",1.08222861253001,0.543682205404198,0.860199520160668,0.389919282732675,1.05819221227785,0.652756967753514,0.703928877165884,0.673915303330986,1.08744808502535
"591",0.221807343537478,0.33567437977795,0.0840724767480644,0.0205703801694512,0.221811770254268,0.0145917063685875,0.175029162481402,0.084395771405844,0.100346415354998
"592",0.217310700905791,0.244596777391291,0.196496432748823,0.0990180848776822,0.217303461541872,0.248724211944529,0.209289504205645,0.217874530776557,0.204934277866441
"593",0.69939928963645,1.36328137209039,0.581405842039967,0.541543881433,0.864404634155779,0.794500895654808,0.641347801340076,0.924054699602424,0.640246295080704
